               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.019049,            0.016206,           0.0028687,             0.96206,             0.98074,              0.9816,             0.79562,            0.019745,            0.017335,           0.0027847,            0.002377,            0.002377,            0.002377
                 156,            0.018618,            0.015658,           0.0023778,             0.96277,             0.98058,             0.98054,             0.79075,            0.020123,            0.017727,           0.0026907,           0.0023275,           0.0023275,           0.0023275
                 157,            0.018936,            0.016015,            0.003784,             0.96207,             0.98023,             0.97876,             0.78759,            0.020947,            0.017642,            0.002548,            0.002278,            0.002278,            0.002278
                 158,            0.018541,            0.015532,            0.002844,             0.96424,             0.97995,             0.97958,             0.77814,            0.020532,             0.01786,           0.0024827,           0.0022285,           0.0022285,           0.0022285
                 159,            0.018515,            0.016187,           0.0030477,             0.95454,             0.97478,             0.98054,             0.77618,            0.020594,            0.017812,           0.0024851,            0.002179,            0.002179,            0.002179
                 160,            0.019133,            0.014513,           0.0028644,              0.9517,             0.97791,             0.97896,             0.78731,            0.019408,            0.017604,           0.0025535,           0.0021295,           0.0021295,           0.0021295
                 161,            0.018699,            0.016119,            0.002831,             0.95361,             0.98131,             0.97674,             0.78238,            0.020347,            0.017966,           0.0026371,             0.00208,             0.00208,             0.00208
                 162,             0.01832,            0.015458,           0.0031655,             0.95106,             0.98203,             0.97717,             0.78969,            0.020347,            0.017745,           0.0026442,           0.0020305,           0.0020305,           0.0020305
                 163,            0.017676,            0.015085,           0.0024336,             0.94439,             0.97734,             0.97696,             0.77721,            0.020997,            0.017899,           0.0026863,            0.001981,            0.001981,            0.001981
                 164,            0.018014,            0.016075,           0.0021243,             0.93943,             0.99145,             0.97705,             0.78094,             0.02101,            0.017445,           0.0025127,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019073,            0.015922,           0.0027305,             0.96276,             0.98043,             0.97751,             0.78764,            0.019926,             0.01743,           0.0024467,            0.001882,            0.001882,            0.001882
                 166,            0.017791,            0.014905,           0.0023213,             0.96379,             0.98279,              0.9783,             0.78653,            0.020205,            0.017447,           0.0025402,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017788,            0.015374,           0.0021596,              0.9644,             0.97957,             0.97895,             0.78889,            0.020473,            0.017164,           0.0025268,            0.001783,            0.001783,            0.001783
                 168,            0.018748,            0.015709,           0.0025455,             0.95811,             0.98831,             0.97916,             0.79498,            0.020435,            0.017053,           0.0024252,           0.0017335,           0.0017335,           0.0017335
                 169,            0.017351,            0.015667,           0.0024315,             0.96457,             0.97478,             0.97913,             0.78961,            0.020328,            0.017179,           0.0022578,            0.001684,            0.001684,            0.001684
                 170,            0.018155,            0.015453,            0.002474,             0.96424,             0.97478,             0.97967,             0.78941,            0.019836,             0.01697,           0.0021704,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017088,            0.014852,           0.0021523,             0.96199,             0.97831,             0.97921,             0.79206,            0.019922,            0.017156,           0.0021059,            0.001585,            0.001585,            0.001585
                 172,            0.017478,            0.015925,            0.002342,             0.96395,             0.97724,             0.97913,             0.79089,            0.020242,            0.017305,           0.0020822,           0.0015355,           0.0015355,           0.0015355
                 173,            0.017967,            0.014904,           0.0019334,             0.96454,             0.97617,             0.97811,             0.79675,            0.019944,            0.017247,            0.002025,            0.001486,            0.001486,            0.001486
                 174,             0.01688,            0.015174,            0.002626,             0.96514,             0.97659,             0.97765,             0.79161,            0.020832,            0.017488,           0.0020519,           0.0014365,           0.0014365,           0.0014365
                 175,            0.017451,            0.015295,            0.002781,             0.96342,             0.98059,             0.97631,              0.7917,            0.020034,            0.017278,           0.0020773,            0.001387,            0.001387,            0.001387
                 176,            0.017314,            0.015968,           0.0023554,             0.96331,                0.98,             0.97721,             0.78309,            0.021158,            0.017408,           0.0020182,           0.0013375,           0.0013375,           0.0013375
                 177,            0.017468,            0.014895,           0.0021435,             0.96594,             0.98979,             0.97536,             0.78107,            0.020264,            0.017051,           0.0019593,            0.001288,            0.001288,            0.001288
                 178,            0.017109,            0.015095,           0.0023307,             0.96519,             0.98829,             0.97536,             0.78194,            0.019466,            0.017055,           0.0019575,           0.0012385,           0.0012385,           0.0012385
                 179,            0.016746,            0.015064,           0.0022614,             0.96528,              0.9819,             0.97486,             0.78397,            0.019866,            0.016958,           0.0019909,            0.001189,            0.001189,            0.001189
                 180,            0.016975,            0.014815,           0.0020863,             0.96534,             0.98131,             0.97499,             0.77746,            0.020007,            0.016926,           0.0020541,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016947,            0.015365,           0.0020723,             0.96324,             0.97478,             0.97455,             0.78356,            0.019833,            0.017096,           0.0020971,             0.00109,             0.00109,             0.00109
                 182,            0.016871,            0.014879,           0.0021903,             0.95951,             0.97478,             0.97347,             0.78411,            0.019308,             0.01708,           0.0021524,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017012,            0.015994,           0.0020498,             0.95632,             0.98944,             0.97342,             0.79066,            0.019394,             0.01701,           0.0022105,            0.000991,            0.000991,            0.000991
                 184,             0.01549,            0.015557,            0.002065,             0.95726,             0.99046,             0.97362,             0.79107,             0.01993,            0.017116,           0.0022382,           0.0009415,           0.0009415,           0.0009415
                 185,            0.016718,            0.015378,           0.0021245,             0.95781,             0.98118,             0.97458,             0.78943,            0.019272,             0.01703,           0.0022493,            0.000892,            0.000892,            0.000892
                 186,            0.016859,             0.01482,           0.0022918,             0.95769,             0.98955,             0.97493,             0.78876,            0.019368,            0.016945,           0.0022452,           0.0008425,           0.0008425,           0.0008425
                 187,            0.015704,            0.014916,           0.0020304,              0.9558,             0.98887,             0.97553,              0.7901,            0.019164,            0.016917,           0.0022519,            0.000793,            0.000793,            0.000793
                 188,            0.017453,            0.014614,           0.0023643,             0.95558,             0.98807,             0.97661,              0.7887,            0.018809,            0.016873,           0.0022001,           0.0007435,           0.0007435,           0.0007435
                 189,            0.016808,            0.015521,           0.0020392,              0.9564,             0.98561,             0.97726,             0.79517,            0.018701,             0.01693,           0.0020981,            0.000694,            0.000694,            0.000694
                 190,            0.015898,            0.014178,           0.0020149,             0.96317,             0.97761,             0.97726,             0.78841,            0.019048,            0.017001,           0.0020872,           0.0006445,           0.0006445,           0.0006445
                 191,            0.016261,            0.014571,           0.0019012,             0.96316,             0.97848,             0.97682,             0.79192,            0.018657,            0.017071,           0.0020567,            0.000595,            0.000595,            0.000595
                 192,            0.015958,            0.015135,           0.0021413,             0.96352,             0.97801,             0.97681,             0.79544,            0.018859,            0.017167,           0.0020284,           0.0005455,           0.0005455,           0.0005455
                 193,            0.016369,            0.014414,           0.0019173,             0.96276,             0.97764,             0.97658,             0.79207,             0.01885,            0.017116,            0.002005,            0.000496,            0.000496,            0.000496
                 194,            0.015852,            0.014882,           0.0018249,             0.96162,             0.98004,             0.97633,             0.79504,             0.01873,            0.017108,           0.0020041,           0.0004465,           0.0004465,           0.0004465
                 195,            0.016697,            0.013957,           0.0021947,             0.96351,             0.97749,             0.97558,             0.79252,            0.018856,            0.017072,           0.0019557,            0.000397,            0.000397,            0.000397
                 196,            0.016843,            0.014795,           0.0019742,             0.95445,             0.98702,             0.97575,              0.7947,            0.018641,            0.016988,           0.0019216,           0.0003475,           0.0003475,           0.0003475
                 197,            0.015903,             0.01502,           0.0018566,             0.95451,             0.98774,             0.97598,             0.79456,            0.018758,            0.016955,           0.0018956,            0.000298,            0.000298,            0.000298
                 198,            0.015972,            0.015045,           0.0020262,             0.95598,             0.98706,             0.97603,             0.79936,            0.018703,               0.017,           0.0018902,           0.0002485,           0.0002485,           0.0002485
                 199,            0.015768,            0.014822,           0.0016229,               0.956,             0.98663,             0.97618,             0.80359,            0.018827,            0.016975,           0.0018642,            0.000199,            0.000199,            0.000199
